,V1,V2,V3,V4,url,V5
564,2115,Hudson Park Collection Hers Bath Robe - 100% Exclusive,"Crafted in plush terry cloth, this bath robe by Hudson Park Collection features contrasting piped trim at the collar, on-seam pockets and a self-tie belt.",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002115.jpg, A|X Armani Exchange
565,545,Zac Zac Posen Belay Mini Leather Crossbody,Zac Zac Posen Belay Mini Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000545.jpg, Zac Posen
567,409,Botkier Soho Bite Size Leather Tote,Botkier Soho Bite Size Leather Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000409.jpg, Botkier
568,643,Christy Porto Hand Towel,Christy Porto Hand Towel-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000643.jpg, Christy
569,270,Marc Jacobs Sport Color-Block Belt Bag,Marc Jacobs Sport Color-Block Belt Bag-Handbags,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000000270.jpg, MARC JACOBS
570,2925,Cole Haan Multi Stripe Dress Socks,Cole Haan Multi Stripe Dress Socks-Men,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002925.jpg, Cole Haan
572,989,Victorinox Swiss Army Vx Sport Cadet Wheeled Laptop Backpack,Victorinox Swiss Army Vx Sport Cadet Wheeled Laptop Backpack-Home,"['Athletic', 'Casual']",https://s3.amazonaws.com/kalo-production/products/0004000000989.jpg, Cadet
573,1429,Michael Michael Kors Addison Medium Leather Tote,Michael Michael Kors Addison Medium Leather Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001429.jpg, Michael Kors
574,934,Longchamp Amazone Snake Embossed Small Leather Crossbody,Longchamp Amazone Snake Embossed Small Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000934.jpg, Longchamp
576,490,Halston Heritage Elsa Bean Minaudiere,Halston Heritage Elsa Bean Minaudiere-Handbags,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000490.jpg, Halston Heritage
577,2539,Coyuchi Mediterranean Organic Cotton Bath Sheet,Coyuchi Mediterranean Organic Cotton Bath Sheet-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002539.jpg, Coyuchi
579,274,Botkier Vivi Leather Satchel,Botkier Vivi Leather Satchel-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000000274.jpg, Botkier
580,1052,kate spade new york Girls' Ice Pop Print Dress - Big Kid,kate spade new york Girls' Ice Pop Print Dress - Big Kid-Kids,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001052.jpg, kate spade new york
582,1606,Marni Small Color-Block Leather Camera Bag,Marni Small Color-Block Leather Camera Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001606.jpg, Marni
583,2856,Sky Rhea Beach Towel - 100% Exclusive,Sky Rhea Beach Towel - 100% Exclusive-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002856.jpg, Sky
584,206,Longchamp Shop It Medium Leather Tote,Longchamp Shop It Medium Leather Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000206.jpg, Longchamp
585,1,"Chaser Girls' Embellished Smile Lightning-Print Tee - Little Kid, Big Kid","Chaser Girls' Embellished Smile Lightning-Print Tee - Little Kid, Big Kid-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000001.jpg, Chaser
586,412,"Marc Jacobs Classic Watch, 36mm","Marc Jacobs Classic Watch, 36mm-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000412.jpg, MARC JACOBS
587,1577,See by Chloe Joan Suede & Leather Shoulder Bag,See by Chloe Joan Suede & Leather Shoulder Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001577.jpg, Chloe
588,2538,"Calvin Klein Cotton Classics Tank, Pack of 3","Calvin Klein Cotton Classics Tank, Pack of 3-Men",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002538.jpg, Calvin Klein
589,1694,Lagos Sterling Silver Prism White Topaz Stud Earrings,Lagos Sterling Silver Prism White Topaz Stud Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001694.jpg, Lagos
590,146,Loeffler Randall Lock Leather Shoulder Bag,Loeffler Randall Lock Leather Shoulder Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000146.jpg, Loeffler Randall
591,2759,David Yurman Petite Albion Pendant with White Topaz and Diamonds on Chain,David Yurman Petite Albion Pendant with White Topaz and Diamonds on Chain-Jewelry & Accessories,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002759.jpg, David Yurman
592,1892,"Carolee Beaded Necklace, 18","Carolee Beaded Necklace, 18-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001892.jpg, Carolee
593,1059,Tory Burch Miller Metallic Leather Clutch,Tory Burch Miller Metallic Leather Clutch-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001059.jpg, Tory Burch
594,162,Marc Jacobs Black and Pink Chain Wallet Bag,"Coated Saffiano leather shoulder bag colorblocked in black, baby pink, and white. Detachable chain-link and leather shoulder strap with post-stud fastening. Logo plaque at face. Patch pocket at back face. Foldover flap with press-stud fastening. Patch pocket, zippered pocket, and green leather card slots at interior. Textile lining in off-white. Gold-tone hardware. Tonal stitching. Approx. 7 length x 5 height x 1.5 width.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000162.jpg, MARC JACOBS
595,148,Marc Jacobs The Boho Grind Leather Crossbody,Marc Jacobs The Boho Grind Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000148.jpg, MARC JACOBS
596,692,The Men's Store at Bloomingdale's Solid Stretch Slim Fit Dress Shirt - 100% Exclusive,The Men's Store at Bloomingdale's Solid Stretch Slim Fit Dress Shirt - 100% Exclusive-Men,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000692.jpg, Bloomingdale's
597,2769,"David Yurman Continuance Ring, 14mm","David Yurman Continuance Ring, 14mm-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002769.jpg, David Yurman
598,802,Burberry Macken House Check Small Crossbody,Rich textured leather and elegant hardware complement Burberry's classic check print canvas on this refined flap front design.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000802.jpg, Burberry
599,1445,State Crosby Metallic Camo Belt Bag,State Crosby Metallic Camo Belt Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001445.jpg, Camo
600,1006,"Lagos Sterling Silver Maya Escape Chrysocolla Six Stone Doublet Station Necklace, 36","Lagos Sterling Silver Maya Escape Chrysocolla Six Stone Doublet Station Necklace, 36-Jewelry & Accessories",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001006.jpg, Lagos
601,583,Under Armour Boys' Performance Jogger Pants - Little Kid,Under Armour Boys' Performance Jogger Pants - Little Kid-Kids,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000000583.jpg, Under Armour
602,1603,Marni Earring Color-Block Small Leather Hobo,Marni Earring Color-Block Small Leather Hobo-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001603.jpg, Hobo
604,2918,Tumi Alpha 2 Continental Expandable 4 Wheel Carry-On,"Tumi's Alpha 2 luggage collection features cases that are lighter and stronger while offering increased packing capacity, sleeker profiles, smarter functionality and easier maneuverability. Features include: 4-wheel cases with 360 recessed wheels to provide more interior space, a lower center of gravity and stable multi-directional navigation, a patent-pending Durafold Construction method that reinforces the case frames for superior strength and longevity, impact-resistant caps that provide addi",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002918.jpg, Tumi
605,277,Samsonite Ascella 20 Expandable Spinner,Samsonite Ascella 20 Expandable Spinner-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000277.jpg, hOme
606,1692,"Certified Diamond Tennis Bracelet in 14K White Gold, 10.0 ct. t.w. - 100% Exclusive","Certified Diamond Tennis Bracelet in 14K White Gold, 10.0 ct. t.w. - 100% Exclusive-Jewelry & Accessories",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000001692.jpg, Diamond
607,2111,Cole Haan Women's Zerogrand Knit Ballet Flats,Cole Haan Women's Zerogrand Knit Ballet Flats-Shoes,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002111.jpg, Cole Haan
608,1680,"Marc Jacobs Mandy Watch, 34mm","Marc Jacobs Mandy Watch, 34mm-Jewelry & Accessories",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001680.jpg, MARC JACOBS
609,1663,Robert Graham Boys' Printed Striped Dress Shirt - Big Kid,Robert Graham Boys' Printed Striped Dress Shirt - Big Kid-Kids,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001663.jpg, Robert Graham
610,2059,"Infant TOMS Seasonal Classic Alpargata, Size: 7 D, Red Canvas","The TOMS Seasonal Classic Alpargata for infants is where the One for One movement began. This iconic slip-on features a canvas upper with the signature TOMS elastic V for an easy fit. With every pair of shoes you purchase, TOMS will give a new pair of shoes to a child in need. One for One. Alpargata style Elastic V Printed upper. Size: 7 D. Color: Red Canvas. Gender: Unisex. Age Group: Kids.",['Business'],https://s3.amazonaws.com/kalo-production/products/0004000002059.jpg, TOMS
611,1121,Mcm Visetos Large Tote,Mcm Visetos Large Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001121.jpg, MCM
612,1372,Splendid Girls' Ruffled Tee & Tie-Dye Leggings Set - Little Kid,Splendid Girls' Ruffled Tee & Tie-Dye Leggings Set - Little Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001372.jpg, Splendid
613,878,Botkier Barrow Small Leather Crossbody,Botkier Barrow Small Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000878.jpg, Botkier
614,1561,Marco Bicego Jaipur 18K Yellow Gold And Multi-Stone Drop Earrings,Marco Bicego Jaipur 18K Yellow Gold And Multi-Stone Drop Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001561.jpg, GOLD
615,2775,Boss James Basic Regular Fit Sport Coat,This subtly textured sport coat from Boss effortlessly updates your ontheclock look with classic style.,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000002775.jpg, BOSS
616,2065,David Yurman X Earrings with Diamonds in Gold,David Yurman X Earrings with Diamonds in Gold-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002065.jpg, David Yurman
617,478,Bardot Junior Girls' Floral Lace Pinafore Dress - Baby,Bardot Junior Girls' Floral Lace Pinafore Dress - Baby-Kids,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000478.jpg, Bardot
618,910,Adina Reyter Pave Diamond Stud Earrings,Adina Reyter Pave Diamond Stud Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000910.jpg, Adina Reyter
619,2858,"Women's Beacon Shoes Rainy, Size: 9.5 M, Black Patent",Your go to casual for style and sensational comfort with a flexible outsole. Size: 9.5 M. Color: Black Patent. Gender: Female. Age Group: Adult.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002858.jpg, A|X Armani Exchange
620,247,Kooba Curacao Leather Shoulder Bag,Kooba Curacao Leather Shoulder Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000247.jpg, Kooba
621,2200,David Yurman Pearl Crossover Earrings with Diamonds,David Yurman Pearl Crossover Earrings with Diamonds-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002200.jpg, David Yurman
622,135,kate spade new york Watson Lane Small Hartley Nylon Backpack,kate spade new york Watson Lane Small Hartley Nylon Backpack-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000135.jpg, kate spade new york
623,1143,Baggu Giant Pocket Tote,Baggu Giant Pocket Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001143.jpg, Baggu
624,80,Dogeared Little Things Mini Silver Skull Stud Earrings,Dogeared's mini skull baubles boast major attitude. Rock the shining studs with a lace blouse and boots for an unexpected take on gothic chic.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000080.jpg, A.L.C.
625,550,"Emporio Armani Chronograph Leather Strap Watch, 43mm",Emporio Armani's sophisticated chronograph timepiece features a modern mix of sleek stainless steel and smooth leather.,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000550.jpg, Emporio Armani
626,1225,Polo Ralph Lauren Boys' Plaid Performance Oxford Shirt - Big Kid,"Polo Ralph Lauren has updated this classic oxford shirt with a stretch cotton blend that wicks away moisture, so he can comfortably go from class to recess and back.","['Casual', 'Formal']",https://s3.amazonaws.com/kalo-production/products/0004000001225.jpg, A|X Armani Exchange
627,2815,"Samsonite Leverage Lite 25"" Upright Spinner, Size: OSFA, Poseidon Blue","You'll have room for your essentials and more with the Samsonite Leverage Lite 25"" Upright Spinner. This sleek suitcase is constructed of durable nylon that is exceptionally resistant to abrasions, punctures and tears. Stylish, smooth-rolling double spinner wheels create enhanced mobility while the internal organization and capacity found in Leverage Lite will make it an indispensable travel companion ready to give the business traveler exceptional performance every time it is used. Four multi-directional double spinner wheels for easy mobility Rolls upright so there is no weight on your arm or shoulder Multiple exterior and interior pockets keep you organized Padded top and side carry-handles provide comfort when lifting a fully-packed case Ergonomic push-button locking handle design fits comfortably in your hand 9.5 lbs. Size: OSFA. Color: Poseidon Blue. Gender: Unisex. Age Group: Adult.",['Business'],https://s3.amazonaws.com/kalo-production/products/0004000002815.jpg, A|X Armani Exchange
628,1468,Burberry Medium Belt Leather Tote,Burberry Medium Belt Leather Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001468.jpg, Burberry
629,929,Michael Michael Kors Jet Set Large Top Zip Snap Pocket Tote,A front snap pocket and signature gold-tone accents detail this spacious Michael Michael Kors tote in sturdy saffiano leather.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000929.jpg, Michael Kors
630,2329,Lacoste Short Sleeve Pique Polo Shirt - Classic Fit,"Lacoste classic short sleeve pique polo is his go-to shirt with the signature Lacoste crocodile embroidered on the left chest. Even, vented hem. In soft, strong and fine cotton that has a superior and lightweight hand. Finished with a small amount of resin which enhances color fastness, minimizes shrinkage and yields better resistance to abrasion. Pearlized buttons are white on lighter colors and smoky-hued on dark colors.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002329.jpg, A|X Armani Exchange
631,806,"Sovereign Code Boys' Tropical Surf Short-Sleeve Poplin Button Down - Little Kid, Big Kid","Sovereign Code Boys' Tropical Surf Short-Sleeve Poplin Button Down - Little Kid, Big Kid-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000806.jpg, Sovereign Code
632,1381,kate spade new york Jeweled Poppy Field iPhone 7/8 Case,kate spade new york Jeweled Poppy Field iPhone 7/8 Case-Handbags,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001381.jpg, kate spade new york
633,1716,Burberry House Check Porter Leather Wallet,Iconic check-print cotton and luxe leather make for the perfect pairing on this classic continental wallet from Burberry.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001716.jpg, Burberry
634,2407,The Kooples New Pima Cotton Tee,"Super-soft pima cotton makes this cool, drapey tee from The Kooples a year-round closet essential.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002407.jpg, The Kooples
635,1435,State Lorimer Mini Nylon Backpack,State Lorimer Mini Nylon Backpack-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001435.jpg, Nylon
636,1547,Loeffler Randall Agnes Croc-Embossed Leather Tote,Loeffler Randall Agnes Croc-Embossed Leather Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001547.jpg, Loeffler Randall
637,2254,Barbour Bedale Wax Jacket,"A classic year-round jacket, Barbour's famous Bedale jacket takes its inspiration from traditional hunting jackets - with its shorter cut and corduroy lined collar. Constructed with a robust waxed cotton shell, the Bedale is equipped with a classic stormfront zip and stud closure and this style stands as a prime example of British outerwear at its very best. 6oz Waxed Cotton Construction Tartan Lining Raglan Sleeves Corduroy Collar 2-Way Zip Closure with Storm Flap 2 Angled Welt Pockets 2 Bellow Pockets Style Code: MWX0018BK91",['Business'],https://s3.amazonaws.com/kalo-production/products/0004000002254.jpg, Barbour
638,1576,kate spade new york Girls' Break the Rules Tee - Big Kid,kate spade new york Girls' Break the Rules Tee - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001576.jpg, kate spade new york
639,1234,Mcm Wandel Large Leather Shopper,Mcm Wandel Large Leather Shopper-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001234.jpg, MCM
640,1930,Roberto Coin 18K White Gold Hoop Earrings,Roberto Coin 18K White Gold Hoop Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001930.jpg, GOLD
642,1278,"Temple St. Clair 18K Yellow Gold Ball Chain, 18",Wear your favorite pendants with this 18K yellow gold ball chain from Temple St. Clair.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001278.jpg, Ball
643,607,Marc Jacobs Navy and Black Snapshot Bag,Saffiano leather shoulder bag colorblocked in sea navy black and grey. Adjustable and detachable textile shoulder strap featuring woven logo pattern in red blue and black with lanyard clasp fastening. Logo plaque at face. Patch pocket at back face. Logo embossed at top. Twin zippered compartments. Patch pocket and leather logo patch at interior. Textile lining in black. Gold-tone hardware. Tonal stitching. Approx. 7.25 length x 4 height x 2.5 width.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000607.jpg, MARC JACOBS
644,1845,Polo Ralph Lauren Boys' Striped Cotton Jersey Tee - Big Kid,"Made from slub jersey and washed for added softness, this striped Polo Ralph Lauren T-shirt is a comfortable classic he'll reach for again and again.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001845.jpg, A|X Armani Exchange
645,2271,Coyuchi Cloud Loom Organic Cotton Bath Towel,Coyuchi Cloud Loom Organic Cotton Bath Towel-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002271.jpg, Coyuchi
646,241,Bric's X-Travel City Piccolo Backpack,"Crafted of a durable nylon, Bric's X-Travel City backpack features water-proof polyamide, full-grain vegetable tanned leather trim from Italy, and a luxurious lining. Handsome and lightweight, this travel go-to is water-resistant, washable and won't fade easily despite constant exposure to sunlight.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000241.jpg, A|X Armani Exchange
647,125,Bluebellgray Melrose 6 Piece Towel Set,"Vibrant hand painted art is beautifully translated on this cotton bath set, an eye-catching addition to your guest bath or master suite.",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000000125.jpg, Art
648,1300,"Burberry Girls' House Check Ally Ballet Flats - Toddler, Little Kid, Big Kid","Burberry Girls' House Check Ally Ballet Flats - Toddler, Little Kid, Big Kid-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001300.jpg, Burberry
649,2612,TravelPro Maxlite 4 Tote,TravelPro Maxlite 4 Tote-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002612.jpg, hOme
651,933,Rebecca Minkoff Darren Leather Shoulder Bag,Rebecca Minkoff Darren Leather Shoulder Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000933.jpg, Rebecca Minkoff
652,1615,Mz Wallace Small Sutton Bag,Mz Wallace Small Sutton Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001615.jpg, MZ Wallace
653,1128,"Aqua Girls' Textured Ruffle-Strap Dress, Big Kid - 100% Exclusive","Aqua Girls' Textured Ruffle-Strap Dress, Big Kid - 100% Exclusive-Kids",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000001128.jpg, Aqua
654,1040,Thacker Birdie Straw Tote,Thacker Birdie Straw Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001040.jpg, Thacker
655,1737,meli melo Rosetta Leather Satchel,meli melo Rosetta Leather Satchel-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000001737.jpg, Meli Melo
656,441,Michael Michael Kors Fulton Large Leather Hobo,Michael Michael Kors Fulton Large Leather Hobo-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000441.jpg, Hobo
657,1602,From St Xavier Marcela Faux-Pearl Embellished Clutch - 100% Exclusive,From St Xavier Marcela Faux-Pearl Embellished Clutch - 100% Exclusive-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001602.jpg, From St Xavier
658,1813,LeSportsac Colette Medium Floral-Embossed Convertible Duffel Bag,LeSportsac Colette Medium Floral-Embossed Convertible Duffel Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001813.jpg, LeSportsac
659,419,Polo Ralph Lauren Boys' Stripe-Trim Cotton Cardigan - Big Kid,Polo Ralph Lauren Boys' Stripe-Trim Cotton Cardigan - Big Kid-Kids,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000419.jpg, Polo Ralph Lauren
660,184,"Adidas Boys' Forest Grove Lace Up Sneakers - Toddler, Little Kid","Adidas Boys' Forest Grove Lace Up Sneakers - Toddler, Little Kid-Kids","['Athletic', 'Casual']",https://s3.amazonaws.com/kalo-production/products/0004000000184.jpg, adidas
661,2493,Oake Contrast Bath Mat - 100% Exclusive,Oake Contrast Bath Mat - 100% Exclusive-Home,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002493.jpg, hOme
662,1500,Herschel Supply Co. Fourteen Medium Fabric Belt Bag,Herschel Supply Co. Fourteen Medium Fabric Belt Bag-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001500.jpg, Co
663,1614,Michael Michael Kors Remy Medium Leather Shoulder Tote,Michael Michael Kors Remy Medium Leather Shoulder Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001614.jpg, Michael Kors
664,252,Longchamp Le Pliage Nylon Backpack,"A timeless and durable nod to French style, Longchamp's nylon backpack stows everyday essentials for a tres-chic hands-free commute.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000252.jpg, Longchamp
665,2552,"Polo Ralph Lauren Assorted Dress Socks, Pack of 3","Polo Ralph Lauren Assorted Dress Socks, Pack of 3-Men",['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002552.jpg, Polo Ralph Lauren
666,859,Zac Zac Posen Eartha Iconic Top Handle Convertible Leather Backpack,Zac Zac Posen Eartha Iconic Top Handle Convertible Leather Backpack-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000859.jpg, Zac Posen
667,2119,Nadri Stud Earrings,Nadri Stud Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002119.jpg, Nadri
668,603,Marc Jacobs Recruit Nomad Leather Saddle Bag,"Marc Jacobs' take on the '70s-inspired saddle bag skews modern and cool, elevated by tumbled leather, zip accents and shining hardware.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000603.jpg, MARC JACOBS
669,568,Polo Ralph Lauren Girls' Jersey Tank Top with Lace Trim - Little Kid,This must-have cotton tank top from Polo Ralph Lauren gets a charming update with a lace-trim hem.,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000568.jpg, A.L.C.
670,1730,Longchamp Le Foulonne Leather Zip Shoulder Tote,Longchamp Le Foulonne Leather Zip Shoulder Tote-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001730.jpg, Longchamp
671,1578,See by Chloe Hana Small Leather & Lamb Fur Crossbody,See by Chloe Hana Small Leather & Lamb Fur Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001578.jpg, Chloe
672,919,"Lacoste Boys' Graphic Logo Tee - Little Kid, Big Kid","Lacoste Boys' Graphic Logo Tee - Little Kid, Big Kid-Kids",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000919.jpg, Lacoste
673,344,Longchamp Le Foulonne Dome Cosmetics Case,"Longchamp's petite, purse-friendly cosmetic case is luxuriant in lightly textured leather.",['Business'],https://s3.amazonaws.com/kalo-production/products/0004000000344.jpg, Longchamp
674,2089,Briggs & Riley Sympatico Backpack,"This sleek Briggs & Riley backpack carries a lot of surprises: extra room, casual comfort and supreme organization. A travel accessory that coordinates perfectly with the Sympatico spinner.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002089.jpg, A|X Armani Exchange
675,95,Michael Michael Kors Rhea Zip Medium Leather Backpack,Michael Michael Kors Rhea Zip Medium Leather Backpack-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000095.jpg, Michael Kors
676,1589,Under Armour Boys' Sandstorm Tank & Shorts Set - Little Kid,Under Armour Boys' Sandstorm Tank & Shorts Set - Little Kid-Kids,"['Athletic', 'Casual']",https://s3.amazonaws.com/kalo-production/products/0004000001589.jpg, Under Armour
677,420,Marc Jacobs Sport Flight Bag,Marc Jacobs Sport Flight Bag-Handbags,"['Athletic', 'Casual']",https://s3.amazonaws.com/kalo-production/products/0004000000420.jpg, MARC JACOBS
678,2239,Missoni Lara Bath Sheet,Missoni Lara Bath Sheet-Home,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000002239.jpg, Missoni
679,2714,David Yurman Starburst Mini Earrings with Diamonds in Gold,David Yurman Starburst Mini Earrings with Diamonds in Gold-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002714.jpg, David Yurman
680,2558,Hugo Piranha Lobster Swim Trunks,Hugo Piranha Lobster Swim Trunks-Men,['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000002558.jpg, T.U.K.
681,2411,Adina Reyter Sterling Silver Pave Diamond Teardrop Stud Earrings,Adina Reyter Sterling Silver Pave Diamond Teardrop Stud Earrings-Jewelry & Accessories,['Formal'],https://s3.amazonaws.com/kalo-production/products/0004000002411.jpg, Adina Reyter
682,472,Burberry Black Medium Nylon Rucksack,"Nylon backpack in black. Grained calfskin trim in tan throughout. Rolled carry handle at top. Chain-link trim at adjustable shoulder straps. Logo plaque at face. Zippered compartment at face and sides. Quilted mesh panel at back face. Foldover flap with pin-buckle and press-stud fastenings. Drawstring at throat. Zippered pocket, patch pocket, and leather logo patch at interior. Tonal textile lining. Gold-tone hardware. Tonal stitching. Approx. 12 length x 14 height x 4.5 width.",['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000000472.jpg, Burberry
683,1773,Botkier Warren City Leather Crossbody,Botkier Warren City Leather Crossbody-Handbags,['Casual'],https://s3.amazonaws.com/kalo-production/products/0004000001773.jpg, Botkier
684,567,"Peixoto Girls' Hermosa Beach Rash Guard & Swimsuit Bottoms - Little Kid, Big Kid","Peixoto Girls' Hermosa Beach Rash Guard & Swimsuit Bottoms - Little Kid, Big Kid-Kids",['Athletic'],https://s3.amazonaws.com/kalo-production/products/0004000000567.jpg, Peixoto
685,1233,Salvatore Ferragamo Gancini Clip Continental Wallet,Salvatore Ferragamo Gancini Clip Continental Wallet-Handbags,['Business'],https://s3.amazonaws.com/kalo-production/products/0004000001233.jpg, Ferragamo
