colors,id,tier,noise,occasion,style
{orange},2000000204089,mid,neutral,Casual,0
"{beige,pink,red,brown}",2000000071233,mid,loud,Casual,0
"{grey,beige,brown,black}",2000000286062,mid,neutral,Casual,0
"{black,beige,grey,brown}",2000000015379,mid,neutral,Casual,0
{pink},2000000014835,mid,neutral,Casual,0
{white},2000000060068,designer,neutral,Casual,0
{black},2000000109435,mid,neutral,Casual,0
{black},2000000281490,mid,neutral,Casual,0
"{black,grey}",2000000373828,mid,neutral,Casual,0
"{grey,white}",2000000159906,mid,neutral,Formal,0
{black},2000000075030,mid,neutral,Casual,0
{red},2000000121024,designer,neutral,Formal,0
{white},2000000817293,mid,neutral,Casual,0
"{black,brown,grey}",2000000409899,mid,neutral,Casual,0
,2000000175227,mid,neutral,Casual,0
{Black},2000000205383,mid,neutral,Formal,0
{beige},2000000000502,mid,neutral,Casual,0
,2000000061124,mid,neutral,Casual,0
{black},2000000205467,mid,neutral,Casual,0
"{beige,brown}",2000000319537,mid,neutral,Casual,0
"{Black,grey}",2000000095437,designer,neutral,Casual,0
{black},2000000705070,mid,neutral,Casual,0
"{black,grey}",2000000736776,mid,neutral,Casual,0
{black},2000000026592,mid,neutral,Casual,0
"{grey,white,beige}",2000000046168,mid,neutral,Formal,0
"{grey,black}",2000000355261,designer,neutral,Casual,0
{blue},2000000747840,mid,neutral,Casual,0
{grey},2000000782401,mid,neutral,Casual,0
"{white,beige,brown}",2000000293538,mid,neutral,Casual,0
{grey},2000000372886,mid,neutral,Formal,0
"{blue,grey}",2000000066338,designer,neutral,Casual,0
{black},2000000096682,mid,neutral,Casual,0
"{grey,white}",2000000588774,mid,neutral,Casual,0
"{beige,blue}",2000000065092,mid,neutral,Casual,0
"{brown,black}",2000000140212,mid,neutral,Casual,0
"{blue,grey}",2000000727438,designer,neutral,Casual,0
{black},2000000091744,designer,neutral,Casual,0
{black},2000000733685,mid,neutral,Casual,0
"{brown,black,beige,green}",2000000313507,mid,neutral,Casual,0
"{grey,beige,white}",2000000239526,mid,neutral,Casual,0
{grey},2000000189750,mid,neutral,Casual,0
{grey},2000000846947,designer,neutral,Casual,0
{black},2000000563346,mid,neutral,Casual,0
"{White,Green}",2000000071913,mid,neutral,Casual,0
"{brown,grey,purple}",2000000120643,mid,neutral,Casual,0
"{beige,grey,green,brown}",2000000085755,mid,neutral,Casual,0
{grey},2000000685677,mid,neutral,Casual,0
{brown},2000000141678,mid,neutral,Casual,0
{yellow},2000000782963,mid,neutral,Casual,0
"{grey,green}",2000000056762,mid,neutral,Casual,0
{beige},2000000375111,mid,neutral,Casual,0
"{white,brown,black}",2000000505801,designer,neutral,Casual,0
{black},2000000697103,mid,neutral,Casual,0
"{black,brown}",2000000187555,mid,neutral,Casual,0
"{white,grey}",2000000347754,mid,neutral,Casual,0
"{black,brown}",2000000086563,mid,neutral,Casual,0
"{brown,grey,beige,blue}",2000000419753,mid,neutral,Casual,0
"{red,brown}",2000001074267,designer,neutral,Casual,0
{black},2000000411026,mid,neutral,Casual,0
{white},2000000267258,mid,neutral,Casual,0
"{grey,blue}",2000000430709,designer,neutral,Business,0
{grey},2000000365755,designer,neutral,Casual,0
{black},2000000641566,mid,neutral,Casual,0
"{black,white,red}",2000000104831,mid,neutral,Casual,0
"{grey,beige,black}",2000000150200,designer,neutral,Casual,0
"{grey,beige,brown}",2000000307555,mid,neutral,Casual,0
{black},2000000709619,mid,neutral,Casual,0
{brown},2000000028752,mid,neutral,Casual,0
"{beige,blue}",2000000023906,mid,neutral,Casual,0
"{black,grey}",2000000258441,designer,neutral,Casual,0
"{black,grey}",2000000199384,mid,neutral,Casual,0
{beige},2000000274640,mid,neutral,Casual,0
"{purple,blue}",2000000083313,designer,neutral,Casual,0
{black},2000000010918,mid,neutral,Casual,0
"{grey,black}",2000000981625,mid,neutral,Casual,0
"{black,grey}",2000000042686,mid,neutral,Casual,0
{black},2000000746878,mid,neutral,Casual,0
"{black,grey,beige,brown}",2000000476040,designer,neutral,Casual,0
{purple},2000000168044,mid,neutral,Casual,0
{green},2000000411804,mid,neutral,Casual,0
{black},2000000176191,designer,neutral,Casual,0
{black},2000000525151,mid,neutral,Casual,0
{white},2000000366264,mid,neutral,Casual,0
"{grey,purple}",2000000770860,mid,neutral,Casual,0
{beige},2000000206331,mid,neutral,"Athletic,Casual",0
"{beige,grey}",2000000109641,designer,neutral,Casual,0
{yellow},2000000649141,designer,neutral,Casual,0
"{brown,purple}",2000000040685,mid,neutral,Casual,0
"{red,grey}",2000000098825,mid,neutral,Casual,0
"{black,grey}",2000000217110,mid,neutral,Casual,0
"{green,grey,black}",2000000852135,mid,neutral,Casual,0
{blue},2000000281968,designer,neutral,Casual,0
{beige},2000000250223,designer,neutral,Casual,0
"{brown,beige}",2000000681393,designer,neutral,Casual,0
"{beige,brown}",2000000230108,mid,neutral,Casual,0
{grey},2000000089151,mid,neutral,Casual,0
{beige},2000000138590,mid,neutral,Casual,0
"{beige,purple,blue}",2000000084442,mid,neutral,Casual,0
{black},2000000420674,mid,neutral,Athletic,0
{green},2000000862401,mid,neutral,Casual,0
"{grey,black}",2000000288273,mid,neutral,Casual,0
{black},2000000530995,mid,neutral,Casual,0
"{Brown,Black,Red,grey}",2000000010699,mid,neutral,Casual,0
{grey},2000000334064,mid,neutral,Casual,0
"{grey,black,brown}",2000000555241,mid,neutral,Casual,0
{brown},2000000006483,mid,neutral,Casual,0
"{purple,beige,grey,brown}",2000000076306,designer,neutral,Casual,0
{black},2000000532115,mid,neutral,Casual,0
"{brown,blue,cyan}",2000000382343,mid,neutral,Casual,0
"{Brown,grey,Black}",2000000132941,designer,neutral,Casual,0
"{black,grey}",2000000707269,mid,neutral,Casual,0
{beige},2000000150481,mid,neutral,Casual,0
{grey},2000000061766,mid,neutral,Casual,0
"{black,brown,grey}",2000000100737,mid,neutral,Casual,0
{white},2000000018127,designer,neutral,Casual,0
{black},2000000794580,mid,neutral,Casual,0
{beige},2000000293385,designer,neutral,Casual,0
{red},2000000352047,mid,neutral,Casual,0
"{black,beige}",2000000297260,designer,neutral,Casual,0
"{grey,brown}",2000000747132,mid,neutral,Casual,0
"{black,beige,brown}",2000000308696,mid,neutral,Casual,0
"{Beige,Black,Yellow}",2000000050750,mid,neutral,Casual,0
{blue},2000000372096,mid,neutral,Formal,0
{red},2000000209079,mid,neutral,Casual,0
"{brown,grey,beige}",2000000499818,designer,neutral,Casual,0
"{green,grey,beige,brown}",2000000088551,mid,neutral,Casual,0
"{black,grey,brown}",2000000464690,mid,neutral,Casual,0
"{grey,black,blue,beige}",2000000136955,mid,neutral,Casual,0
{brown},2000000128341,mid,neutral,Casual,0
"{brown,black}",2000000354322,mid,neutral,Casual,0
"{black,brown}",2000000859328,designer,neutral,Casual,0
"{black,grey}",2000000083370,designer,neutral,Business,0
{brown},2000000370953,mid,neutral,Casual,0
"{grey,blue}",2000000086721,mid,neutral,Athletic,0
"{black,grey}",2000000185014,mid,neutral,Casual,0
{grey},2000000805523,mid,neutral,Casual,0
{grey},2000000077970,mid,neutral,Casual,0
"{brown,cyan}",2000000166627,mid,neutral,Casual,0
"{black,grey}",2000000154429,mid,neutral,Casual,0
{grey},2000000369388,designer,neutral,Casual,0
{blue},2000000535494,designer,neutral,Casual,0
{black},2000000833015,mid,neutral,Formal,0
{black},2000000278954,designer,neutral,Formal,0
{brown},2000000597600,designer,neutral,Casual,0
{brown},2000000413913,mid,neutral,Casual,0
{white},2000000351185,designer,neutral,Casual,0
{grey},2000000859002,mid,neutral,Casual,0
"{blue,beige}",2000000170746,mid,neutral,Casual,0
"{grey,black}",2000000582540,mid,neutral,Casual,0
"{black,grey}",2000000411527,mid,neutral,Formal,0
{beige},2000000047894,designer,neutral,Casual,0
{black},2000000017213,mid,neutral,Casual,0
"{white,beige}",2000000140862,mid,neutral,Casual,0
"{Cyan,grey,Beige}",2000000054678,mid,neutral,Casual,0
{beige},2000000001958,mid,neutral,Casual,0
{black},2000000943961,designer,neutral,Casual,0
"{white,black}",2000000289022,mid,neutral,Casual,0
{white},2000000262704,mid,neutral,Casual,0
"{grey,brown,beige}",2000000166189,mid,neutral,Casual,0
"{green,brown}",2000000370265,designer,neutral,Casual,0
"{black,blue}",2000000195098,mid,neutral,Casual,0
{grey},2000000860638,mid,neutral,Casual,0
"{white,grey}",2000000562779,mid,neutral,Casual,0
"{beige,brown}",2000000764311,mid,neutral,Casual,0
{black},2000000011445,mid,neutral,Casual,0
"{black,grey}",2000000104020,mid,neutral,Casual,0
{pink},2000000679127,mid,neutral,Casual,0
{grey},2000000741532,mid,neutral,Casual,0
{grey},2000000212934,mid,neutral,Casual,0
{grey},2000000428507,mid,neutral,Casual,0
"{black,grey}",2000000737765,mid,neutral,Casual,0
"{beige,brown,black,green}",2000000147746,mid,neutral,Casual,0
{black},2000000834808,mid,neutral,Casual,0
"{grey,brown}",2000000145851,mid,neutral,Casual,0
{brown},2000000308919,mid,neutral,Casual,0
{blue},2000000412909,mid,neutral,Casual,0
"{black,grey}",2000000308888,mid,neutral,Casual,0
"{black,beige}",2000000152121,designer,neutral,Casual,0
"{purple,black}",2000000207182,mid,neutral,Casual,0
{white},2000000561169,designer,neutral,Casual,0
{black},2000000256137,designer,neutral,Casual,0
"{black,grey}",2000000651310,mid,neutral,Casual,0
{green},2000000328800,mid,neutral,Formal,0
{grey},2000000959159,mid,neutral,Casual,0
"{brown,grey,black}",2000000013822,mid,neutral,Casual,0
"{beige,grey}",2000000381846,mid,neutral,Athletic,0
{grey},2000000328973,mid,neutral,Casual,0
"{brown,blue,black,cyan,green,beige,pink}",2000000182212,designer,loud,Casual,0
{black},2000000958740,mid,neutral,Casual,0
{black},2000000744606,designer,neutral,Casual,0
"{black,blue}",2000000259465,mid,neutral,Casual,0
{Black},2000000062880,mid,neutral,Casual,0
"{blue,grey}",2000000420944,mid,neutral,Casual,0
{purple},2000000050746,designer,neutral,Casual,0
{black},2000000423007,mid,neutral,Casual,0
{black},2000000318249,mid,neutral,Casual,0
"{beige,brown}",2000000165650,mid,neutral,Casual,0
"{grey,black,brown,red}",2000000068131,designer,neutral,Casual,0
"{grey,black}",2000000567005,mid,neutral,Casual,0
"{white,black,blue}",2000000127159,mid,neutral,Casual,0
"{beige,white,grey,brown}",2000000126163,mid,neutral,Casual,0
"{black,green}",2000000048130,mid,neutral,Casual,0
{beige},2000000271206,mid,neutral,Casual,0
{black},2000000099727,mid,neutral,Casual,0
"{beige,red}",2000000087349,mid,neutral,Casual,0
"{Beige,Black}",2000000010292,mid,neutral,Casual,0
{black},2000000051262,mid,neutral,Casual,0
"{white,grey}",2000000202672,mid,neutral,Casual,0
{beige},2000000762275,mid,neutral,"Athletic,Casual",0
"{black,brown,red}",2000000289573,mid,neutral,Casual,0
"{black,grey}",2000000093617,mid,neutral,Casual,0
{brown},2000000445170,mid,neutral,Casual,0
"{beige,grey}",2000000298574,designer,neutral,Casual,0
"{black,blue}",2000000850180,mid,neutral,Casual,0
{Beige},2000000000606,mid,neutral,Casual,0
{white},2000000780863,mid,neutral,Casual,0
"{beige,brown}",2000000141969,mid,neutral,Casual,0
"{beige,blue,brown}",2000000308243,designer,neutral,Casual,0
{black},2000001123853,mid,neutral,Casual,0
"{black,beige}",2000000048984,mid,neutral,Casual,0
"{White,Beige}",2000000144625,mid,neutral,Casual,0
"{cyan,grey,purple}",2000000031346,mid,loud,Casual,0
"{black,grey}",2000000203742,mid,neutral,Casual,0
{brown},2000000168185,mid,neutral,Casual,0
"{white,beige,grey,brown}",2000000150368,mid,neutral,Casual,0
"{black,grey,brown,beige}",2000000982091,designer,neutral,Casual,0
{white},2000000695229,mid,neutral,Casual,0
{grey},2000000040189,mid,neutral,Casual,0
"{grey,black,brown,purple,red,green}",2000000157692,designer,loud,Casual,0
{grey},2000000173433,mid,neutral,Casual,0
"{grey,Green}",2000000001526,mid,neutral,Casual,0
{beige},2000000058248,designer,neutral,Casual,0
{black},2000000726131,mid,neutral,Casual,0
{grey},2000000951855,mid,neutral,Casual,0
{white},2000000245626,mid,neutral,Casual,0
{black},2000000671726,mid,neutral,Casual,0
"{black,brown}",2000000950155,mid,neutral,Casual,0
"{blue,green}",2000000174324,mid,neutral,Casual,0
"{white,grey}",2000000238730,designer,neutral,Casual,0
{grey},2000000943747,mid,neutral,Casual,0
{grey},2000000334160,designer,neutral,Casual,0
{grey},2000000809914,designer,neutral,Casual,0
{black},2000000563445,mid,neutral,Casual,0
{beige},2000000017510,mid,neutral,Casual,0
{beige},2000000156233,designer,neutral,Casual,0
{beige},2000000159097,mid,neutral,Casual,0
{grey},2000000098379,mid,neutral,Casual,0
{black},2000000184155,mid,neutral,Formal,0
"{pink,cyan}",2000000289539,mid,loud,Casual,0
{green},2000000745976,mid,neutral,Casual,0
{cyan},2000000354273,mid,neutral,Casual,0
"{brown,black}",2000000719310,mid,neutral,Casual,0
"{brown,beige,green}",2000000981702,designer,neutral,Athletic,0
{green},2000000980942,mid,neutral,Casual,0
{Black},2000000025563,mid,neutral,Casual,0
"{grey,black}",2000000566013,mid,neutral,Casual,0
{beige},2000000046021,mid,neutral,Casual,0
"{brown,grey}",2000000128544,mid,neutral,Casual,0
{black},2000000592399,mid,neutral,Casual,0
{Black},2000000202110,designer,neutral,Casual,0
"{beige,brown,pink}",2000000133189,mid,neutral,Casual,0
{black},2000000742514,designer,neutral,Casual,0
{beige},2000000099838,mid,neutral,Casual,0
"{brown,black}",2000000463464,designer,neutral,Casual,0
{green},2000000039638,designer,neutral,Casual,0
{beige},2000000137567,mid,neutral,Casual,0
"{black,brown}",2000000012617,designer,neutral,Formal,0
"{grey,beige}",2000000198264,mid,neutral,Casual,0
"{cyan,beige,blue}",2000000100250,designer,neutral,Casual,0
"{brown,black}",2000000173206,designer,neutral,Casual,0
{black},2000000851456,mid,neutral,Casual,0
"{grey,green}",2000000084501,mid,neutral,"Casual,Formal",0
"{brown,grey}",2000000173333,mid,neutral,Casual,0
"{brown,grey,black}",2000000053701,designer,neutral,Business,0
{grey},2000000708053,mid,neutral,Casual,0
"{black,red}",2000000525966,designer,neutral,Casual,0
"{white,grey}",2000000571354,mid,neutral,Casual,0
"{grey,beige}",2000001121473,mid,neutral,Casual,0
{beige},2000000261110,designer,neutral,Casual,0
{black},2000000098658,designer,neutral,Formal,0
{grey},2000000148521,designer,neutral,Casual,0
{white},2000000232618,mid,neutral,Casual,0
"{black,brown}",2000000283689,mid,neutral,Casual,0
{brown},2000000476539,mid,neutral,Casual,0
,2000000368721,mid,neutral,Formal,0
"{grey,black}",2000000355824,designer,neutral,Casual,0
{brown},2000000061759,mid,neutral,Casual,0
"{red,black}",2000000069715,mid,neutral,Casual,0
{black},2000000625568,designer,neutral,Casual,0
"{grey,beige}",2000000332369,mid,neutral,Casual,0
"{black,grey,brown}",2000000005186,designer,neutral,Casual,0
"{Brown,Beige,grey,Green,Purple}",2000000010851,designer,loud,Casual,0
"{beige,blue}",2000000050423,mid,neutral,Casual,0
{grey},2000000284406,mid,neutral,Casual,0
{white},2000000843683,mid,neutral,Casual,0
{grey},2000000289062,mid,neutral,Casual,0
"{beige,black}",2000000766521,mid,neutral,Casual,0
{grey},2000000011495,mid,neutral,Casual,0
"{cyan,blue}",2000000005175,mid,neutral,Casual,0
{pink},2000000337481,mid,neutral,Casual,0
{white},2000000139573,designer,neutral,Athletic,0
{grey},2000000168530,designer,neutral,Casual,0
"{beige,grey}",2000000360750,designer,neutral,Casual,0
{black},2000000756934,designer,neutral,Casual,0
{white},2000000054076,mid,neutral,Casual,0
"{black,grey}",2000000420203,mid,neutral,Casual,0
"{brown,purple,beige}",2000000400389,designer,neutral,Casual,0
{pink},2000000079384,mid,neutral,Casual,0
{grey},2000000272949,designer,neutral,Casual,0
"{black,blue}",2000000282287,mid,neutral,Casual,0
{black},2000000836576,mid,neutral,Casual,0
{beige},2000000023159,mid,neutral,Casual,0
{white},2000000794943,mid,neutral,Casual,0
{grey},2000000094847,designer,neutral,Athletic,0
{black},2000000696347,mid,neutral,Casual,0
"{grey,black}",2000000412659,mid,neutral,Casual,0
{black},2000000189246,designer,neutral,Casual,0
"{beige,brown}",2000000713217,mid,neutral,Casual,0
"{black,grey}",2000000334937,mid,neutral,Casual,0
"{blue,black,cyan}",2000000018586,mid,neutral,Casual,0
"{beige,brown}",2000000311736,designer,neutral,Casual,0
"{red,brown}",2000000367097,mid,neutral,Casual,0
"{beige,white}",2000000125177,designer,neutral,Casual,0
{black},2000000522292,mid,neutral,Casual,0
{black},2000000018975,designer,neutral,Casual,0
{green},2000000334557,mid,neutral,Athletic,0
{black},2000000549101,mid,neutral,Casual,0
"{grey,Green}",2000000101001,mid,neutral,Formal,0
,2000000278125,designer,neutral,Casual,0
{white},2000000799781,mid,neutral,Casual,0
"{beige,grey}",2000000324628,mid,neutral,Casual,0
"{black,grey}",2000000044895,mid,neutral,Casual,0
{grey},2000000162053,mid,neutral,Casual,0
{black},2000000188841,designer,neutral,Casual,0
{purple},2000000053929,mid,neutral,Casual,0
{grey},2000000362170,designer,neutral,Casual,0
{red},2000000241781,mid,neutral,Casual,0
"{black,grey}",2000000083405,designer,neutral,Casual,0
{white},2000001122926,designer,neutral,Casual,0
"{grey,blue}",2000000188439,mid,neutral,Casual,0
"{Black,Beige}",2000000047464,mid,neutral,Casual,0
"{brown,beige,black}",2000000421979,mid,neutral,Formal,0
"{grey,black,brown}",2000000017590,mid,neutral,Casual,0
{grey},2000000140599,designer,neutral,Casual,0
"{grey,green}",2000000756132,mid,neutral,Casual,0
"{grey,purple,blue}",2000000076463,designer,neutral,Athletic,0
{black},2000000568224,mid,neutral,Casual,0
{black},2000000587067,mid,neutral,Casual,0
"{black,grey}",2000000045813,designer,neutral,Casual,0
{grey},2000000817903,designer,neutral,Casual,0
"{white,blue}",2000000137461,mid,neutral,Casual,0
"{black,brown}",2000000764258,mid,neutral,Casual,0
{black},2000000830307,mid,neutral,Formal,0
{beige},2000000823695,mid,neutral,Casual,0
"{beige,brown}",2000000342912,mid,neutral,Casual,0
"{beige,black}",2000000035647,mid,neutral,Casual,0
"{black,grey}",2000000018889,mid,neutral,Casual,0
{grey},2000000608542,mid,neutral,Casual,0
{black},2000000355108,mid,neutral,Casual,0
,2000000247856,mid,neutral,Casual,0
"{beige,brown}",2000000125965,mid,neutral,Formal,0
"{beige,brown}",2000000167960,designer,neutral,Casual,0
{grey},2000000683128,mid,neutral,Casual,0
"{black,grey}",2000000981091,designer,neutral,Casual,0
{blue},2000000856748,mid,neutral,Casual,0
"{black,grey}",2000000599240,mid,neutral,Casual,0
"{black,blue,brown,red}",2000000497523,designer,neutral,Casual,0
{beige},2000000197400,designer,neutral,Casual,0
{grey},2000000030889,mid,neutral,Casual,0
"{blue,brown}",2000000346995,mid,neutral,Casual,0
{grey},2000000532512,mid,neutral,Casual,0
"{grey,black}",2000000507063,mid,neutral,Casual,0
{white},2000000001795,designer,neutral,Casual,0
{grey},2000000590035,designer,neutral,Formal,0
"{brown,grey}",2000000603075,mid,neutral,Casual,0
{black},2000000296052,mid,neutral,Casual,0
"{beige,grey}",2000000080591,mid,neutral,Casual,0
"{brown,beige}",2000000336544,mid,neutral,Casual,0
{beige},2000000360195,mid,neutral,Formal,0
{grey},2000000124287,mid,neutral,Casual,0
{black},2000000517868,designer,neutral,Casual,0
{brown},2000000333443,designer,neutral,Casual,0
{white},2000000030091,mid,neutral,Casual,0
{grey},2000000112296,mid,neutral,Casual,0
{grey},2000000212964,designer,neutral,Formal,0
{grey},2000000741594,designer,neutral,Casual,0
{black},2000000050817,designer,neutral,Casual,0
{blue},2000000359698,mid,neutral,Casual,0
{black},2000000465335,mid,neutral,Formal,0
{brown},2000000661759,designer,neutral,Casual,0
"{grey,black}",2000000764048,mid,neutral,Casual,0
"{beige,pink,yellow,blue,grey}",2000000297542,mid,loud,Casual,0
{black},2000000734927,mid,neutral,Casual,0
"{black,grey}",2000000034353,mid,neutral,Casual,0
"{black,purple,brown}",2000000852054,mid,neutral,Casual,0
"{white,black}",2000000062652,mid,neutral,Formal,0
{white},2000000211396,mid,neutral,Casual,0
"{orange,beige,brown,pink}",2000000180474,mid,loud,Casual,0
"{black,brown}",2000000131853,mid,neutral,Casual,0
{red},2000000567475,mid,neutral,Casual,0
"{white,grey}",2000000990087,mid,neutral,Casual,0
{grey},2000000567533,mid,neutral,Casual,0
{black},2000000241214,designer,neutral,Casual,0
{black},2000000625877,mid,neutral,Casual,0
{grey},2000000005817,mid,neutral,Casual,0
"{Black,grey,Brown}",2000000310226,designer,neutral,Casual,0
{grey},2000000764820,mid,neutral,Casual,0
{white},2000000363085,designer,neutral,Casual,0
{white},2000000750354,mid,neutral,Casual,0
{orange},2000000759251,mid,neutral,Casual,0
{grey},2000000282031,mid,neutral,Casual,0
"{Black,Beige}",2000000059102,mid,neutral,Casual,0
{black},2000000176166,mid,neutral,Casual,0
"{black,grey}",2000000698681,mid,neutral,Casual,0
"{black,brown,blue}",2000000190541,designer,neutral,Casual,0
"{grey,black}",2000000091630,mid,neutral,Casual,0
"{black,grey}",2000000466086,mid,neutral,Formal,0
{brown},2000000082134,designer,neutral,Casual,0
"{beige,brown}",2000000162546,mid,neutral,Casual,0
{grey},2000000712573,designer,neutral,Formal,0
{black},2000000657976,designer,neutral,Casual,0
{white},2000000000799,mid,neutral,Casual,0
{black},2000000010095,mid,neutral,Casual,0
{black},2000000804374,mid,neutral,Casual,0
{white},2000000986173,mid,neutral,Casual,0
{grey},2000000150975,mid,neutral,Casual,0
{blue},2000000134368,designer,neutral,Casual,0
{blue},2000000988886,mid,neutral,Casual,0
"{blue,green}",2000000002307,mid,neutral,Casual,0
{grey},2000000286718,mid,neutral,Formal,0
"{black,beige}",2000000063632,designer,neutral,Casual,0
{grey},2000000695708,mid,neutral,Casual,0
{white},2000000612372,designer,neutral,Casual,0
"{green,black}",2000000343643,mid,neutral,Casual,0
{grey},2000000107066,designer,neutral,Casual,0
{black},2000000208511,mid,neutral,Casual,0
"{green,brown}",2000000306107,designer,neutral,Casual,0
{grey},2000000669399,designer,neutral,Casual,0
{white},2000000315028,mid,neutral,Casual,0
"{brown,beige,black,grey,pink,green,red}",2000000162930,designer,loud,Casual,0
"{black,brown}",2000000971405,mid,neutral,Casual,0
{blue},2000000856170,mid,neutral,Casual,0
"{blue,purple}",2000000294371,mid,neutral,Casual,0
{Brown},2000000127829,mid,neutral,Casual,0
"{beige,brown}",2000000026054,mid,neutral,Casual,0
"{black,grey}",2000000682332,mid,neutral,Casual,0
{black},2000000644166,mid,neutral,Casual,0
"{black,brown}",2000000368665,mid,neutral,Casual,0
"{grey,purple}",2000000313725,mid,neutral,Formal,0
{blue},2000000107779,mid,neutral,Casual,0
"{black,grey}",2000000412286,mid,neutral,Casual,0
"{Green,Beige}",2000000019773,mid,neutral,Casual,0
{black},2000000426594,designer,neutral,Casual,0
"{black,beige,brown}",2000000063846,designer,neutral,Casual,0
{grey},2000000172816,designer,neutral,Formal,0
"{beige,white}",2000000129857,mid,neutral,Casual,0
{beige},2000001123901,mid,neutral,Casual,0
,2000000025323,designer,neutral,"Casual,Formal",0
{grey},2000000174527,mid,neutral,Casual,0
{black},2000000568024,designer,neutral,Casual,0
{black},2000000736303,designer,neutral,Casual,0
"{black,brown,blue,grey}",2000000088613,designer,neutral,Casual,0
{black},2000000991253,mid,neutral,Casual,0
{white},2000000152042,mid,neutral,Casual,0
{beige},2000000269078,mid,neutral,Formal,0
"{grey,black}",2000000090124,mid,neutral,Casual,0
"{white,beige}",2000000773606,mid,neutral,Casual,0
"{black,grey}",2000000314345,designer,neutral,Casual,0
{black},2000000816363,designer,neutral,Casual,0
"{beige,pink}",2000000127493,mid,neutral,Casual,0
"{beige,brown}",2000000230710,mid,neutral,Formal,0
{white},2000000697454,mid,neutral,Casual,0
{black},2000000532222,designer,neutral,Casual,0
"{black,white,purple}",2000000078226,designer,neutral,Casual,0
{black},2000000096284,mid,neutral,Casual,0
{black},2000000850513,mid,neutral,Athletic,0
"{grey,brown}",2000000237543,mid,neutral,Casual,0
{grey},2000000821243,mid,neutral,Casual,0
"{pink,beige,green,black,grey}",2000000180035,mid,loud,Casual,0
{black},2000000062752,mid,neutral,Casual,0
{black},2000000033880,designer,neutral,Casual,0
{pink},2000000177615,mid,neutral,Casual,0
"{white,black}",2000000317222,mid,neutral,Casual,0
"{black,blue}",2000000457113,designer,neutral,Casual,0
{blue},2000000631851,mid,neutral,Casual,0
"{grey,green}",2000000033572,mid,neutral,Casual,0
"{brown,beige}",2000000351996,mid,neutral,Casual,0
"{white,beige}",2000000010372,mid,neutral,Casual,0
"{black,beige}",2000000406715,mid,neutral,Casual,0
{grey},2000000945834,mid,neutral,Casual,0
"{beige,black}",2000000743220,mid,neutral,Casual,0
{brown},2000000351345,mid,neutral,Casual,0
"{grey,white}",2000000020353,mid,neutral,Casual,0
{black},2000000385708,mid,neutral,Casual,0
{beige},2000000374763,designer,neutral,Casual,0
"{black,brown}",2000000780112,mid,neutral,Casual,0
"{grey,Brown}",2000000189376,mid,neutral,Casual,0
{black},2000000034319,mid,neutral,Formal,0
"{brown,black}",2000000007108,mid,neutral,Casual,0
"{red,brown}",2000000046110,mid,neutral,Casual,0
{black},2000000668872,designer,neutral,Casual,0
"{brown,black}",2000000279507,mid,neutral,Casual,0
"{purple,black,blue}",2000000296089,mid,neutral,Casual,0
{white},2000000355907,mid,neutral,Casual,0
{beige},2000000153781,mid,neutral,Casual,0
"{blue,purple,cyan}",2000000053944,designer,loud,Athletic,0
{black},2000000751015,mid,neutral,Formal,0
"{grey,black}",2000000510572,designer,neutral,Casual,0
{purple},2000000270861,mid,neutral,Casual,0
{grey},2000000614957,mid,neutral,Casual,0
"{blue,black}",2000000133550,designer,neutral,Casual,0
{black},2000000621652,mid,neutral,Casual,0
{red},2000000160488,mid,neutral,Formal,0
"{black,grey,brown}",2000000208838,mid,neutral,Casual,0
{white},2000000155034,mid,neutral,Formal,0
{grey},2000000338703,mid,neutral,Casual,0
"{Blue,Purple,Beige,Green,Cyan}",2000000342456,designer,loud,Casual,0
{blue},2000000280705,mid,neutral,Casual,0
"{black,cyan}",2000000798886,mid,neutral,Athletic,0
"{Brown,Black,Green}",2000000061224,designer,neutral,Formal,0
{blue},2000000774590,mid,neutral,Casual,0
"{brown,beige}",2000000157244,mid,neutral,Casual,0
"{grey,white}",2000000244226,mid,neutral,Casual,0
"{brown,grey}",2000000223999,mid,neutral,Casual,0
{black},2000000648049,designer,neutral,Casual,0
{pink},2000000261082,mid,neutral,Casual,0
"{black,beige}",2000000294124,mid,neutral,Casual,0
{beige},2000000315554,mid,neutral,Casual,0
"{beige,brown,blue,black,grey}",2000000441579,mid,neutral,Casual,0
{brown},2000000410452,designer,neutral,Casual,0
"{black,beige}",2000000990921,mid,neutral,Casual,0
{brown},2000000054987,mid,neutral,Casual,0
"{white,brown}",2000000421141,designer,neutral,Casual,0
{purple},2000000258397,mid,neutral,Athletic,0
{brown},2000000068919,mid,neutral,Casual,0
"{grey,brown,black}",2000000055904,designer,neutral,Casual,0
{black},2000000084327,mid,neutral,Casual,0
{beige},2000000288471,mid,neutral,Casual,0
"{white,purple}",2000000237353,mid,neutral,Athletic,0
{grey},2000000274487,designer,neutral,Business,0
{black},2000000047585,mid,neutral,Casual,0
{yellow},2000000582115,designer,neutral,Casual,0
{grey},2000000766306,mid,neutral,Casual,0
"{white,black,grey,blue}",2000000002360,mid,neutral,Formal,0
{grey},2000000386950,mid,neutral,Casual,0
"{beige,brown}",2000000075288,designer,neutral,Casual,0
"{black,beige}",2000000419668,mid,neutral,Casual,0
"{beige,brown}",2000000354896,mid,neutral,Casual,0
"{black,grey}",2000000336347,mid,neutral,Formal,0
